word,phonetic,translation
phalarope,'fælәrәup,n. 瓣蹼鷸
phallic,'fælik,"a. 陰莖的, 生殖器的, 陽物崇拜的\n[醫] 陰莖的"
phallocentric,ˌfæləʊˈsentrɪk,a. 強調男權觀點的
phallus,'fælәs,"n. 陽物形象, 陰莖, 陰蒂, 交接器原基\n[醫] 陰莖"
phantasm,'fæntæzәm,"n. 幻影, 夢境, 幽靈, 心像, 幻像\n[醫] 幻象"
phantasmagoria,.fæntæzmә'gɒ:riә,"n. 千變萬化的情景, 幻燈的一種, 幻影彙集, 幻覺效應"
phantasmagoric,.fæntæzmә'gɒ:rik,"a. 幻影似的, 變幻不定的"
phantasmagorical,ˌfæntæzmə'ɡɒrɪkl,a. 變化無常的；夢幻般的
phantasy,'fæntәsi,"n. 幻想, 怪念頭, 想象\nvt.vi. 幻想, 怪念頭, 想象"
phantom,'fæntәm,"n. 幻影, 虛位, 幽靈, 化身, 令人恐懼的事物, 駭人的想法\na. 幻覺的, 幻影的, 幽靈的, 虛無飄渺的, 捉摸不定的, 有名無實的"
pharaoh,'færәu,"n. 法老, 暴君\n[法] 法老, 暴君"
pharaonic,,a. （古埃及王）法老的; 像法老的; 暴君（般）的
pharisee,'færisi:,"n. 偽君子, 偽善者"
pharma,,n. 製藥公司
pharmaceutical,",fɑ:mә'sju:tikәl","a. 藥學的, 製藥的, 藥用的, 藥物的, 藥劑師的, 藥師的\nn. 藥品, 成藥, 藥劑"
pharmacist,'fɑ:mәsist,"n. 藥師, 藥品商, 藥商, 藥劑師\n[醫] 藥師, 調劑員, 藥商"
pharmacognosy,",fɑ:mә'kɔ^nәsi",[化] 生藥學\n[醫] 生藥學
pharmacokinetic,ˌfɑ:məkoʊknetɪk," [醫]藥物代謝動力學"
pharmacokinetics,",fɑ:mәkәu,kai'netiks",[化] 葯動學
pharmacologic,,"a. 藥理學, 藥物學"
pharmacological,.fɑ:mә'kɒlәʒikl,"a. 藥理學的, 藥物學的\n[醫] 藥理學的"
pharmacologist,.fɑ:mә'kɒlәdʒist,"n. 藥理學家, 藥物學家\n[醫] 藥理學家"
pharmacology,.fɑ:mә'kɒlәdʒi,"n. 藥理學, 藥物學\n[化] 藥理學"
pharmacopoeia,.fɑ:mәkә'pi:ә,"n. 藥典, 一批備用藥品\n[化] 藥典"
pharmacotherapy,",fɑ:mәkә'θerәpi",[醫] 藥物療法
pharmacy,'fɑ:mәsi,"n. 藥房, 配藥學, 製藥業\n[醫] 藥學, 藥劑學, 調劑學, 藥房"
pharyngeal,",færin'dʒi:әl, fә'rindʒi-",a. 咽的\n[醫] 咽的
pharynx,'færiŋks,n. 咽\n[醫] 咽
phase,feiz,"n. 時期, 局面, 方面, 位相, 相, 階段\nvt. 使調整相位, 使定相, 使一致, 逐步執行, 實行\n[計] 階段"
phased,feizd,a. 定相的
phaser,'feizә,[電] 相位器
phasing,'feiziŋ,[電] 定相
phd,,abbr. 哲學博士學位（Doctor of Philosophy）
pheasant,'feznt,"n. 雉雞, 野雞, 雉科鳥"
phenobarbital,",fi:nәu'bɑ:bitәl",n. 苯巴比妥\n[化] 苯巴比妥
phenol,'fi:nɒl,"n. 苯酚, 石炭酸, 羥基類化合物\n[化] 酚; 苯酚"
phenolic,fi'nɒlik,"a. 酚的, 石炭酸的, 酚醛樹脂的\n[醫] 酚的"
phenology,fi'nɒlәdʒi,"n. 物候學, 物候關係\n[醫] 物候學"
phenom,fi'nɒm,"n. 傑出人才, 特別的事情"
phenomenal,fi'nɒminәl,"a. 現象的, 能知覺的, 異常的, 顯著的, 驚人的"
phenomenally,fi'nɔminәli,"adv. 現象, 從感官認識到, 非凡, 出眾"
phenomenological,fi.nɒminә'lɒdʒikl,"a. 現象學的, 現象論的"
phenomenologist,,n. 現象學家；現象論學家 (phenomenology的變形)
phenomenology,fi.nɒmi'nɒlәdʒi,"n. 現象學, 現象論\n[醫] 現象學"
phenomenon,fi'nɒminәn,"n. 現象, 跡象, 表現, 奇迹, 奇才\n[化] 現象"
phenotype,'fi:nәtaip,"n. 表現型, 有共同表現型的生物群體, 遺傳環境互應結果\n[醫] 表型, 顯型"
phenotypic,"'fi:nә,tipik","[醫] 表型的, 顯型的"
phenylalanine,.feni'lælәni:n,n. 苯丙氨酸\n[化] 苯基丙氨酸
phenylketonuria,",fenәl,ki:tә'njuәriә, ,fi:nil-",[醫] 苯丙酮酸尿
phenylpropanolamine,fenɪlprɒpənəʊ'læmi:n,n. 苯丙醇胺（一種血管收縮和中樞神經興奮葯）
pheromone,'ferәmәun,[化] 性外激素; 信息激素
phew,fju:,"interj. 咳, 哦, 唷"
phi,fai,"n. 希臘語的第二十一個字母(Φ,φ)"
phial,'faiәl,"n. 管形瓶, 小藥瓶\n[醫] 管[形]瓶"
Philadelphian,,費城人\n費城的\n費城人的
philander,fi'lændә,"vi. 玩弄女性, 調情\n[法] 追求女性, 調戲婦女, 玩弄"
philanderer,"fi'lændәrә(r),fә-","n. 追求女性者, 愛情不專一的男子"
philandering,fɪˈlændərɪŋ,"v. 調戲, 玩弄女性( philander的現在分詞 )"
philanthropic,fi'lænθrәpic,"a. 慈善(事業)的, 博愛的, 樂善好施的\n[法] 博愛的, 仁慈的, 慈善事業的"
philanthropist,fi'lænθrәpist,"n. 慈善家, 博愛主義者, 樂善好施的人\n[法] 慈善家, 博愛主義者"
philanthropy,fi'lænθrәpi,"n. 慈善, 仁慈, 博愛, 慈善事業, 慈善機構(團體)"
philharmonic,.filɑ:'mɒnik,"a. 愛好音樂的, 交響樂團的, 愛樂團體的\nn. 音樂愛好者, 音樂協會, 音樂會, 交響樂團"
Philippine,'filipi:n,"a. 菲律賓(群島)的, 菲律賓人的"
philistine,'filistain,"n. 庸人, 門外漢, 仇敵, 俗氣的人\na. 俗氣的, 無教養的"
philistinism,"'filistinizәm, fi'lis-","n. 市儈作風, 庸俗氣味"
philodendron,.filә'dendrәn,n. 喜林芋
philological,.filә'lɒdʒikl,"a. 語文學的, 文獻學的"
philologist,fi'lɒlәdʒist,"n. 語文學者, 文獻學者"
philology,fi'lɒlәdʒi,"n. 語文學, 文獻學"
philosophe,",filə'zɔf",n. 哲學家; (以狄德羅盧梭和伏爾泰等為代表的)啟蒙思想家
philosopher,fi'lɒsәfә,"n. 哲學家, 哲人, 思想開創人, 達觀的人\n[法] 哲學家, 哲學研究者"
philosophic,",filә'sɔfik","a. 哲學家的, 哲學的, 鎮靜的, 逆來順受的, 安之若素的, 達觀的, 富於哲理性的"
philosophical,.filә'sɒfikl,"a. 哲學的, 冷靜的, 達觀的, 哲學上的, 哲學家似的"
philosophically,,adv. 哲學上；賢明地
philosophize,fi'lɒsәfaiz,"vi. 進行哲學探討, 膚淺地談論哲理\nvt. 哲學家似地思考, 從哲理角度解釋"
philosophizing,fə'lɒsəfaɪzɪŋ," 哲學思維"
philosophy,fi'lɒsәfi,"n. 哲學, 人生觀, 哲學思想, 哲理, 基本原理, 見解, 達觀, 沉着"
phishing,ˈfɪʃɪŋ," 網絡仿冒"
phlebitis,fli'baitis,n. 靜脈炎\n[醫] 靜脈炎
phlebotomy,fli'bɒtәmi,"n. 靜脈切開術, 放血術\n[醫] 靜脈切開術, 放血術"
phlegm,flem,"n. 痰, 粘液, 粘液質, 遲鈍, 冷淡, 沉着, 鎮定\n[醫] 粘液(舊時四體液學說的四液之一), 粘痰, 粘液"
phlegmatic,fle^'mætik,"a. 粘液質的, (正式)平靜的, 不動情的, 不動感情的, 冷漠的, 冷淡的, 遲鈍的\n[醫] 粘液質的, 遲鈍的"
phlegmy,'flemi,"a. 痰的, 含痰的, 生痰的"
phlogiston,flәu'dʒistәn,n. 燃素\n[化] 燃素
phlox,flɒks,n. 福祿考
phobia,'fәubiә,"n. 恐怖病, 恐懼症, 懼怕, 憎惡\n[醫] 恐怖[症]"
phobic,'fәubik,"a. 病態性恐懼的, 憎惡的\n[醫] 恐怖的"
Phoenician,fi'niʃiәn,"a. 腓尼基的, 腓尼基人的\nn. 腓尼基人"
phoenix,'fi:niks,"n. 鳳凰, 不死鳥, 死而復生的人, 完人, 殊品"
phone,fәun,"n. 電話, 受話器, 耳機\nvt. 打電話給\nvi. 打電話"
phonebook,,n. 電話簿
phoneme,'fәuni:m,"n. 音素, 音位\n[計] 音素"
phonemic,fәu'ni:mik,a. 音位的；音素的
phonetic,fәu'netik,"a. 語音的, 語音學的, 表示語音的, 語音差異的\n[醫] 語音的"
phonetically,fәu'netikli,"adv. 按照發音地, 語音學上"
phonetics,fәu'netiks,"n. 語音學, 語音體系, 表音拼法\n[醫] 語音學"
phoney,'fәuni,"a. 假的, 假冒的, 偽造的\nn. 騙子, 假貨, 假冒者"
phonic,'fәunik,"a. 音的, 語音的, 語音學的, 有聲的, 聲學的, 濁音的\n[醫] 音的, 聲音的"
phonics,'fәuniks,"n. 聲學, 基礎語音教學法"
phoniness,'fәuninis,"n. 虛假, 偽造"
phonograph,'fәunәgrɑ:f,"n. 留聲機, 電唱機\nvi. 用留聲機灌音, 用留聲機放音"
phonographic,.fәunә'græfik,"a. 留聲機的, 表音的, 音符的, 速記的"
phonological,,"a. 音位學的, 音韻學的"
phonology,fәu'nɒlәdʒi,"n. 音系學, 歷時音系學\n[醫] 語音學"
phonon,'fәunɒn,n. 聲子\n[計] 聲子
phony,'fәuni,"n. 假貨, 假冒者, 贗品\na. 偽造的, 假的, 不可信的, 華而不實的"
phorid,'fɒrɪd," 蚤蠅"
phosphatase,'fɔsfәteis,n. 磷酸酶\n[化] 磷酸酶; 磷酸酯酶
phosphate,'fɔsfeit,"n. 磷酸鹽, 磷酸酯\n[化] 磷酸鹽; 磷酸酯"
phosphide,'fɒsfaid,n. 磷化物\n[化] 磷化物
phospholipid,",fɔsfәu'lipid","n. 磷脂體, 膦脂類\n[化] 磷脂"
phosphor,'fɔsfә,"n. 金星, 啟明星, 磷光體, 磷光劑, 磷光閃閃的東西\n[化] 無機發光材料; 磷"
phosphorescence,.fɒsfә'resns,"n. 磷光, 發磷光特性\n[化] 磷光; 磷光現象"
phosphorescent,.fɒsfә'resnt,"a. 發出磷光的, 閃磷火的, 磷光性的\n[醫] 磷光的"
phosphoric,fɔs'fɔrik,"a. 磷的, 含磷的\n[化] 磷的; 五價磷的"
phosphorous,'fɒsfәrәs,"a. 亞磷的, 含磷的\n[化] 亞磷的; 三價磷的"
phosphorus,'fɒsfәrәs,"n. 啟明星, 金星, 磷, 磷光體\n[化] 磷P"
photo,'fәutәu,"n. 相片, 照片, 逼真的描繪\nv. 照相\na. 照相的, 攝影用的, 詳細記錄的, 逼真的, 酷似的"
photocell,'fәutәsel,"n. 光電池, 光電管\n[計] 光電池"
photochemical,.fәutәu'kemikl,"a. 光化學的, 光化作用的\n[醫] 光化學的"
photocopied,,"v. 影印, 照相複製（photocopy的過去式與過去分詞形式）"
photocopier,'fәutәu.kɒpiә,"n. 影印機, 攝影複製機"
photocopy,'fәutәu.kɒpi,"n. 影印, 複印件\nv. 影印"
photocopying,,"v. 影印, 照相複製（photocopy的現在分詞形式）"
photodetector,",fәutәudi'tektә",n. 光電探測器\n[計] 光檢測器
photodiode,",fәutәu'daiәud",n. 光電二極管\n[計] 光電二極管
photoelectric,.fәutәui'lektrik,"a. 光電的, 燈光攝影裝置的\n[電] 光電的"
photogenic,",fәutәu'dʒenik","a. 發光的, 由於光而產生的, 適宜於拍照的, 拍照效果好的, 特別上鏡的, 上照的\n[醫] 光所致的, 光原性的, 發光的"
photograph,'fәutәgrɑ:f,"n. 相片, 照片, 逼真的描繪\nv. 照相, 攝影"
photographer,fә'tɔ^rәfә,"n. 攝影師, 攝影者"
photographic,.fәutә'græfik,"a. 照相的, 攝影用的, 詳細記錄的, 逼真的, 酷似的"
photographically,ˌfəʊtə'ɡræfɪklɪ," 攝影術地"
photography,fә'tɒgrәfi,"n. 攝影, 攝影術\n[化] 照相術"
photojournalism,",fәutәu'dʒә:nәlizm","n. 攝影新聞工作, 攝影報道"
photojournalist,,n. 新聞攝影記者
photolithography,.fәutәuli'θɒgrәfi,"n. 照相平印術, 照相平版印刷(法), 光刻法\n[計] 光刻法"
photometer,fәu'tɒmitә,"n. 光度計, 曝光計\n[化] 光度計"
photometric,.fәutәu'metrik,"a. 光度學的, 光度計的, 光度測定的"
photometry,fәu'tɒmitri,"n. 光度學, 光度測定, 測光法\n[化] 光度學; 光度滴定法"
photomicrograph,",fәutәu'maikrәu^rɑ:f",n. 顯微照相\n[醫] 顯微照片
photomontage,.fәutәumɒn'tɑ:ʒ,n. 合成照片(術)
photomultiplier,",fәutәu'mʌltiplaiә",n. 光電倍增管\n[化] 光電倍增管
photon,'fәutɒn,"n. 光子, 光量子, 光度\n[化] 光量子; 光子"
photonic,",foʊ'tɑnɪk",a. photon的形容詞形式
photonics,fәu'tɔniks,[復]n.[用作單][物]光子學
photoreceptor,",fәutәuri'septә",n. 光感受器\n[醫] 光感受器
photosensitive,.fәutәu'sensitiv,"a. 感光性的, 對光敏感的\n[醫] 對光敏感的, 感光的"
photosphere,'fәutәu.sfiә,"n. 光球, 發光球體\n[電] 光球"
photostat,'fәutәustæt,"n. 直接複印照片, 直接複印機\nv. 複印照片"
photosynthesis,.fәutәu'sinθәsis,n. 光合作用\n[化] 光合作用
photosynthesize,",fәutәu'sinθisaiz","[生化] vi.(植物等)進行光合作用,實行光能合成\nvt.(通過)光合(作用)產生"
photosynthetic,",fәutәusin'θetik",a. 光合的\n[醫] 光合的
photovoltaic,",fәutәuvɔl'teiik",[電] 光電伏打
phrase,freiz,"n. 慣用語, 詞組, 成語, 措詞, 樂句\nvt. 用短語表達, 把(樂曲)分成短句\n[計] 短語"
phrasebook,,"n. 短語手冊, 成語彙編, 熟語指南"
phraseology,.freizi'ɒlәdʒi,"n. 措辭, 說法, 語詞, 術語, 習語, 詞組"
phrasing,'freiziŋ,"n. 說法, 措辭, 抑揚頓挫, 分節法"
phrenological,.frenә'lɒdʒikl,a. 顱相學的
phrenologist,fre'nɒlәdʒist,n. 顱相學者
phrenology,fre'nɒlәdʒi,n. 顱相學\n[醫] 顱相學(一門唯心的學科)
Phrygian,'fridʒiәn,"a. 佛里吉亞的\nn. 佛里吉亞人,佛里吉亞語"
phthalate,'θæleit,"[化] 鄰苯二甲酸鹽; 鄰苯二甲酸酯\n[醫] 鄰苯二甲酸鹽, 肽酸鹽"
phylactery,fi'læktәri,"n. 經匣, 提醒者(物), 令人聯想的事物, 護符"
phyllo,"'fi:lәj,'fai-",n. [食](制酥點用的)擀成極薄層的生面
phylloxera,.filɒk'siәrә,"n. 根瘤蚜, 葡萄根瘤蚜"
phylogenetic,",failәjdʒi'netik","a. 種系發生的, 系統發育的\n[醫] 種系發生的, 種族發育的"
phylogenetically,,"系統發生的, 動植物演化史的, 動植物種類史的"
phylogeny,fai'lɒdʒini,"n. 種系發生, 發展史, 語系發生\n[醫] 種系發生, 種族發育"
phylum,'failәm,"n. (生物分類上的)門, 語系\n[醫] 門[生物分類]"
physiatrist,",fizi'ætrist","[醫] 物理治療學, 理療學"
physic,'fizik,"n. 藥品, 瀉藥, 醫學\nvt. 給...服藥, 治癒, 使通便"
physical,'fizikl,"a. 身體的, 物質的, 自然的, 物理學的, 好色的\nn. 體格檢查"
physicality,fizi'kæliti,n. 肉體性
physically,'fizikli,"adv. 按自然規律, 完全地, 實際上, 真正地, 身體上地"
physician,fi'ziʃәn,"n. 醫師, 內科醫師, 解除痛苦者\n[醫] 主治醫師"
physicist,'fizisist,"n. 物理學家, 機械唯物論者, 自然科學家\n[醫] 菲西克氏手術(虹膜圓片切除)"
physics,'fiziks,"n. 物理學, 物理過程, 物理現象\n[化] 物理; 物理學"
physiognomic,",fiziә'nɔmik","a. 觀相術的, 相貌的"
physiognomy,.fizi'ɒgnәmi,"n. 相面術, 面相, 外貌, 地貌\n[醫] 面容診斷, 面容, 面相"
physiographic,.fiziә'ɡræfik,"a. 地形學的, 地文學的"
physiologic,,"a. 生理學的, 生理的\n[醫] 生理學的, 生理的"
physiological,.fiziә'lɒdʒikl,"a. 生理學的, 生理學上的, 生理機能的\n[醫] 生理學的, 生理的"
physiologically,,adv. 生理學方面
physiologist,.fizi'ɒlәdʒist,n. 生理學者\n[醫] 生理學家
physiology,.fizi'ɒlәdʒi,"n. 生理學, 生理機能\n[醫] 生理學"
physiotherapist,,"n. 物理療法家, 理療家\n[醫] 理療醫師, 理療學家"
physiotherapy,.fiziә'θerәpi,"n. 物理療法, 理療\n[醫] 物理治療, 理療"
physique,fi'zi:k,"n. 體格, 體形\n[醫] 體格"
physis,'fɪsɪs," [醫]n.長骨體生長部"
phytochemical,",faitәu'kemikәl",a. [化]植物化學的
phytoestrogen,ˌfeɪtəʊ'estrədʒən," 植物雌激素"
phytolith,'faitәjliθ,"n. [古生]植物化石,植物岩"
phytoplankton,",faitәu'plæŋktәn",n. 浮游植物\n[醫] 浮游植物
pi,pai,"n. 圓周率\n[計] 處理器接口, 程序中斷"
Piagetian,",pi:ә'ʒeiәn","a. (瑞士兒童心理學家)皮亞傑的, 皮亞傑關於兒童思維發育理論的"
pianissimo,"pjæ'nisimәu, piә'n-",adv. [樂]極弱地\nn. 樂曲中以最弱音演奏之一節或一個樂章
pianist,'piәnist,"n. 鋼琴家, 鋼琴演奏者"
piano,pi'ɑ:nәu,n. 鋼琴
pianoforte,"pi,ɑ:nәu'fɔ:ti, ,pjæn-",n. 鋼琴
piazza,pi'ætsә,"n. 廣場, 陽台, 柱廊, 走廊, 露天市場"
pic,pik,"n. 照片, 圖片, 影片\n[計] 位置獨立代碼, 優先中斷控制, 過程接口控制, 可編程中斷控制器"
pica,'pikә,"n. 異食癖, 鵲, 12點活字\n[醫] 異食癖, 異嗜癬"
picador,'pikәdɒ:,"n. 騎馬鬥牛士, 能言善辯者, 機靈的人"
picaresque,.pikә'resk,a. 以無賴和流浪漢的冒險事迹徒為題材的\nn. 關於流浪漢及其冒險事迹的小說或其它作品
picayune,.pikә'ju:n,"n. 小錢幣, 五分錢幣, 微不足道的事物, 無足輕重的人\na. 微不足道的, 不值錢的, 瑣細的, 眼光狹小的, 小氣的, 可鄙的"
piccolo,'pikәlәu,"n. 短笛, 短笛吹奏者\na. (樂器)小型的, 像短笛的"
pice,pais,n. 印度銅幣；派士
pick,pik,"n. 精選, 選擇, 掘, 精華, 牙籤, 鶴嘴鋤\nv. 摘, 掘, 鑿, 挖, 挑選\n[計] 拾取"
pickaninny,'pikәnini,"n. 黑人小孩, 澳大利亞土著小孩"
pickax,"'pi,kæks","n. 鶴嘴鋤, 鎬\nvt.vi. 用鶴嘴鋤掘"
pickaxe,"'pi,kæks","n. 鶴嘴鋤, 鎬\nvt.vi. 用鶴嘴鋤掘"
picked,pikt,"a. 精選的, 採摘的, 已收穫的, 截出的, 已清除的, 有尖頭的, 多刺的"
picker,'pikә,"n. 啄者, 啄物, 採摘者, 採摘機, 挖掘者, 古董收集者\n[法] 扒手"
pickerel,'pikәrәl,n. 狗魚
picket,'pikit,"n. 樁, 尖樁, 警戒哨, 巡邏艇, 糾察隊\nvt. 圍住, 警戒, 派...擔任糾察\nvi. 擔任糾察"
picketer,,n. 糾察員
picketing,,"[經] 罷工工人勸阻工人上班, 工人糾察線"
picking,'pikiŋ,"n. 掘, 選擇, 挑選, 採摘, 撬開, [U]採得物, 撿得物, 贓物, 扒竊物\n[經] 挑揀"
pickle,'pikl,"n. 鹽滷, 腌汁, 泡菜, 困境, 討厭鬼\nvt. 腌制, 酸洗, 葬送(機會等), 泡"
pickled,'pikld,"a. 爛醉如泥的, 鹽漬的"
pickling,'pikliŋ,[化] 浸酸; 酸洗\n[醫] 酸漬
pickoff,'pikɒ:f,"n. 以牽制球使出局, 傳感器, 敏感元件\n[電] 選截器"
pickpocket,'pikpɒkit,n. 扒手\n[法] 扒手
pickup,'pikʌp,"n. 拾起, 加速, 刺激, 獵物的收集, 好轉, 恢復健康, 搭車者, 興奮劑, 電視攝像\n[電] 拾音器"
picky,'piki,"a. 吹毛求疵的, 挑剔的, 找麻煩的"
picnic,'piknik,"n. 野餐, 遠足, 愉快的經歷\nvi. 去野餐, 遠足"
picnicker,'piknikә,n. 郊遊者
picosecond,"'paikә,sekәnd",[計] 微微秒
Pictish,'piktiʃ,a. 皮克特族的
pictogram,ˈpɪktəgræm,"n. 象形文字, 古代石壁畫"
pictograph,.piktә'grɑ:f,"n. 象形文字, 古代石壁畫, 統計圖表\n[醫] 剪影兒童視力表"
pictographic,.piktә'græfik,"a. 象形文字的, 統計圖表的"
pictorial,pik'tɒ:riәl,"a. 繪畫的, 插圖的, 用圖畫表示的, 形象化的, 有象形文字特徵的\nn. 畫報, 畫刊, 有圖郵票, 插圖雜誌, 插圖報紙"
pictorially,pɪk'tɔ:rɪəlɪ,adv. 繪畫般地
picture,'piktʃә,"n. 圖畫, 照片, 景色, 美麗如畫的人(或物), 化身, 生動的描述, 想像, 形象思維\nvt. 畫, 拍攝, 用圖說明, 描寫, 想像\n[計] 圖象; 形象; 字形"
pictured,ˈpiktʃəd,v. 繪畫( picture的過去式和過去分詞 ); 描繪; 想像; 設想
picturesque,.piktʃә'resk,"a. 生動的, 如畫的, 獨特的, 別緻的, 栩栩如生的"
picturesquely,",piktʃə'reskli","adv. 如畫地, 別緻地；生動地"
piddle,'pidl,"vi. 鬼混, 浪費, 挑食, 撒尿"
piddling,'pidliŋ,"a. 不重要的, 瑣屑的"
pidgin,'pidʒin,"n. 混雜語言, 混雜行話, 事務"
pie,pai,"n. 餡餅, 財富, 總額, 貪污受賄, 雜亂, 喜鵲\n[計] 餅圖"
piebald,'paibɒ:ld,"a. 花斑的, 雜色的, 雜種的\nn. 花斑馬"
piece,pi:s,"n. 塊, 片, 篇, 碎片, 部分, 部件, 標準量\nvt. 修補, 修理, 拼合, 接線頭\nvi. 吃零食"
piecemeal,'pi:smi:l,"adv. 一件一件地, 逐個地, 零碎地\na. 一片一片的, 逐漸的, 零碎的\nn. 斷片"
piecework,'pi:swә:k,"n. 計件工作\n[機] 件工, 論件計酬之工作"
pied,paid,"a. 斑駁的, 雜色的, 穿花衣服的"
piedmont,'pi:dmәnt,n. 山麓
pier,piә,"n. 碼頭, 橋墩, 支框, 防波堤\n[醫] 橋基, 基牙"
pierce,piәs,"vt. 刺穿, 穿透, 打眼於, 洞悉, (聲音)響徹, (亮光)照進, 深深地打動\nvi. 刺入, 穿入, 透入, 進入"
pierced,piәst,"v. 穿通, 刺過（pierce的過去分詞形式）"
piercing,'piәsiŋ,"a. 尖厲的, 刺耳的, 刺骨的, 刺穿的, 敏銳的, 徹骨的, 辛辣的, 諷刺的\n[化] 沖孔"
piercingly,'pɪəsɪŋlɪ,"adv. 刺透地, 感動地"
pieta,",pie'tɑ:",[意]聖母瑪利亞膝上抱着基督屍體的圖畫[雕刻]
pietism,'paiәtizәm,"n. 虔誠, 過分的虔誠, 假裝的虔誠, 虔信派, 虔信主義"
pietistic,paiә'tistik,"a. 虔誠的, 假裝虔誠的, 虔信派的"
piety,'paiәti,"n. 虔誠, 孝敬, 虔誠的行為"
piezoelectric,"pai,i:zәui'lektrik",[電] 壓電的
pig,pig,"n. 豬, 豬肉, 貪婪的人, 豬一樣的人\nv. 生小豬, 象豬般地生活"
pigeon,'pidʒin,"n. 鴿子, 易上當受騙的人, 年輕女子"
pigeonhole,'pidʒinhәul,"n. 鴿棚, 鴿子出入孔, 分類架, 粗略分類, 鴿棚般的小房間\nvt. 分類, 歸檔, 把...束之高閣"
piggish,'pigiʃ,"a. 豬般的, 饞嘴的, 貪心的, 邋遢的"
piggy,'pigi,"n. 小豬\na. 貪心的, 似豬的, 邋遢的"
piggyback,'pi^ibæk,"a. 背着的, 在背肩上的\nadv. 背着, 在背肩上"
piglet,'pi^lit,"n. 小豬, 豬仔"
pigment,'pigmәnt,"n. 色素, 色質, 顏料\n[化] 顏料"
pigmentation,.pigmәn'teiʃәn,"n. 染色, 着色, 色素沉着, 天然顏色\n[醫] 色素沉着, 着色"
pigmented,'pi^mәntid,"[醫] 色素沉着的, 着色的"
pigpen,'pigpen,"n. 豬舍, 豬舍似的地方"
pigskin,'pigskin,"n. 豬皮, 豬皮革, 馬鞍"
pigsty,'pigstai,"n. 豬舍, 骯髒地方"
pigtail,'pigteil,"n. 豬尾, 髮辮, 辮形導線\n[化] 盤管"
pigtailed,'pigteild,a. 梳辮子的
pigweed,'pigwi:d,"n. 莧, 藜\n[醫] 藜"
